id,paper,exam_round,year,question_number,variant,taxonomy_code,prompt_md,option_a,option_b,option_c,option_d,option_e,answer,explanation_md,question_type,source_ref,review_status,enabled,updated_at
mock-p1-r5-y107-q017,p1,5,107,17,,,餐飲業者應具備良好餐飲衛生安全須知，才能防範及避免食物中毒事件發生；下列有關之敘述，何者錯誤？,米飯類製品保存不當，易引起仙人掌桿菌中毒,多數食品中毒菌的最適生長溫度範圍為30\~40°C,酸性食品不宜以聚對苯二甲酸乙二酯(PET)容器盛裝,學校團膳烹調從業人員，應有70%比例具中餐烹調技術士證,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q17,needs-review,FALSE,
mock-p1-r5-y107-q018,p1,5,107,18,,,路馬任職於 TOMICA 餐廳餐務部，每日營業結束時，皆需將店內使用過的餐巾、抹布進行十分鐘以上的消毒；由此推測，路馬選用之消毒方式應為下列何者？,熱水殺菌法,氯液殺菌法,煮沸殺菌法,蒸氣殺菌法,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q18,needs-review,FALSE,
mock-p1-r5-y107-q019,p1,5,107,19,,,餐廳必須明確規範各項工作職務的職責與權利，以便員工有所依循；下列敘述中，哪項工作屬於 Directeur de Restaurant 在營業前的職責？,檢視餐桌椅清潔狀況，確認餐廳能提供優質且乾淨的用餐環境,與廚房確認當日存貨狀況，協調菜單內容及餐飲呈現方式,詳實檢閱並填寫交接記錄，交待幹部有無特別注意事項,填寫報修單，並追蹤修復結果,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q19,needs-review,FALSE,
mock-p1-r5-y107-q020,p1,5,107,20,,,有關餐廳乾貨庫房管理之敘述，下列何者不適宜？,依物品價值分類存放，避免日光直射，並避開汙水管線，溫控維持16\~24°C，濕度則為50\~60%,標準庫存應有4\~7 天的使用量,較重物品應存放低處，並保留離地35 公分、離牆5 公分之間距,貫徹後進後出原則(Last in Last Out)發放物料,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q20,needs-review,FALSE,
mock-p1-r5-y107-q021,p1,5,107,21,,,阿奇現為「春慕尼新香榭鐵板燒餐廳」儲備幹部，因工作所需，必須輪調至各部門熟悉工作職責及業務內容；目前已接觸過飲品管理、銷售服務及酒譜製定，餐具管理、清潔及維謢，餐會及工商展覽承辦，餐具破損管控等業務。由此推測，阿奇輪調過之外場部門有哪些？甲、Banquet Dept. 乙、Steward Dept. 丙、Purchase Dept. 丁、Beverage Dept. 戊、Storage Dept.,甲乙丁,乙丙戊,丙丁,甲丁,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q21,needs-review,FALSE,
mock-p1-r5-y107-q022,p1,5,107,22,,,中國有遼闊的山川地形，造就各地之氣候、物產、風俗習慣有顯著之不同，使中國菜逐漸形成許多風味特殊的區域性菜餚，統分為八大菜系。其中特別注重刀工、調味，特色為用料廣泛、油重色濃，並多以辣椒、燻臘為原料之菜系為何？,川菜,湘菜,徽菜,魯菜,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q22,needs-review,FALSE,
mock-p1-r5-y107-q023,p1,5,107,23,,,阿文師祖傳特製「蜜燒肋排」聞名遐邇，製作工法繁複，每份肋排經前置處理後之產量百分比(Yield Percent)僅為73%，且每日限量100 份。試問：若每份成品量約為625 公克，阿文師每日<sup>至少須採買幾公斤未處理之肋排原料？</sup>,231 公斤,86 公斤,85 公斤,46 公斤,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q23,needs-review,FALSE,
mock-p1-r5-y107-q024,p1,5,107,24,,,承上題，每份「蜜燒肋排」製作之耗損量大約為幾公克？,375 公克,270 公克,230 公克,231 公克,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q24,needs-review,FALSE,
mock-p1-r5-y107-q025,p1,5,107,25,,,依據《發展觀光條例》之規定，國內國際觀光旅館經營業者，應先取得下列何一主管機關申請核准，並依法辦妥公司登記，領取國際觀光旅館業執照及專用標識後，始得營業？,內政部營建署,經濟部商業司,交通部觀光局,旅館督導查報中心,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q25,needs-review,FALSE,
mock-p1-r5-y107-q026,p1,5,107,26,,,國內近來興起Backpack Travel 風潮，各大主要旅遊城市紛紛出現許多翻修過之小型特色主題旅店，以因應旅客住宿需求；敘述中所指旅館應為下列何者？,Small Luxury Hotel,Boutique Hotel,Business Hotel,Youth Hostel,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q26,needs-review,FALSE,
mock-p1-r5-y107-q027,p1,5,107,27,,,隸屬於旅館 Front Office Dept.，工作責任區位於 Lobby，專門協助旅客解決問題及櫃檯忙碌時幫忙處理遷入程序；此段敘述意指下列何一從業人員？,Porter,Doorman,Duty Manager,House Person,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q27,needs-review,FALSE,
mock-p1-r5-y107-q028,p1,5,107,28,,,下列敘述中，何者非屬Hotel Chain經營之優點？,擁有較佳之採購議價力,具備較高之品牌知名度,採行標準化作業流程及系統化作業管理,旗下品牌旅館擁有較大之經營自主權,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q28,needs-review,FALSE,
mock-p1-r5-y107-q029,p1,5,107,29,,,「看見台灣(Beyond Beauty: Taiwan from Above)」是一部以空拍影像關懷臺灣的紀錄片，帶給國人極大震撼，也使南投清境農場周邊民宿設置的合法性再度受到關注。依《民宿管理辦法》規範，對於特色民宿之分類，其法定客房數上限為何？,5 間,8 間,15 間,20 間,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q29,needs-review,FALSE,
mock-p1-r5-y107-q030,p1,5,107,30,,,有關旅館部門職責編配之敘述，下列何者正確？,Maid Service、Concierge、Operator 隸屬 Room Division Dept.職責範圍,Room Service、Banquet、Limousine Service 隸屬 Food & Beverage Dept.職責範圍,Reception、Sales & Marketing、Florist 隸屬 Front of the House 職責範圍,Security、Training、Gift Shop 隸屬 Back of the House 職責範圍,,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q30,needs-review,FALSE,
mock-p1-r5-y107-q031,p1,5,107,31,,,西元1850 年歐美地區首座具現代化設備之旅館－Grand Hotel 開幕，不僅帶動旅館設備規劃新浪潮，更是現代化旅館經營之代表。該旅館創設於下列何座城市？,LON,PAR,FRA,NYC,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q31,needs-review,FALSE,
mock-p1-r5-y107-q032,p1,5,107,32,,,旅館宴會廳部門拓展業務時，多以各式宴席及會議承辦為主要營運目標，為提供消費者多元的場地選擇，館內硬體設置應以下列何者為優先考量？,</sup> <sup>積極增加來客總數</sup>,積極將 Courtesy Room 全數賣出,積極將客房以 Standard Rate 售出,積極控制客房售價及住房率以期創造最高營收,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q32,needs-review,FALSE,
mock-p1-r5-y107-q034,p1,5,107,34,,,旅館業如將住宿旅客區分為散客(FIT)、團客(GIT)進行營運分析比較，下列相關敘述何者錯誤？,FIT通常對提高平均房價較有助益,GIT通常對提高住房率較有助益,FIT會造成較高之客房折舊率,GIT 訂房 No Show 比例較低,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q34,needs-review,FALSE,
mock-p1-r5-y107-q035,p1,5,107,35,,,依據《星級旅館評鑑作業要點》規定，下列有關星級旅館評鑑之敘述，何者錯誤？,五星級旅館至少設有2 間以上高級餐廳,「建築設備」項配分為600 分,「服務品質」項配分為400 分,「建築設備」項及「服務品質」項總分達650 分者，核予三星級,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q35,needs-review,FALSE,
mock-p1-r5-y107-q036,p1,5,107,36,,,有關國內法定旅行社類別之敘述，下列何者錯誤？甲、營業家數最多者為綜合旅行社乙、綜合旅行社以包辦方式經營旅遊業務，並得委託甲、乙種業者代理 Inbound業務丙、Domestic為旅行社共同可經營之項目丁、綜合、甲種旅行社者皆可代理國外旅行業辦理聯絡、推廣、報價戊、綜合旅行社多以總公司形式註冊經營,甲乙丁,乙丙戊,丙丁戊,甲乙戊,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q36,needs-review,FALSE,
mock-p1-r5-y107-q037,p1,5,107,37,,,因應旅遊消費市場需求，Tailor-made Tours 應運而生，且日趨成為旅行社營業要項；下列有關其敘述何者錯誤？,相較於Ready-made Tours，擁有較大行程規劃彈性，可依顧客需求調整,旅客族群同質性較高,旅行社專業企畫能力訴求較高,無法量產，但產品售價較平實,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q37,needs-review,FALSE,
mock-p1-r5-y107-q038,p1,5,107,38,,,面對旅遊消費市場的多變性，為確保旅遊產品規劃能符合消費者需求，旅行業常舉辦下列何類型活動，蒐集下游同業的回饋意見，調整產品內容？,Great Famine,Family Tour,Familiarization Tour,Incentive Tour,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q38,needs-review,FALSE,
mock-p1-r5-y107-q039,p1,5,107,39,,,有關旅行業從業人員工作職責之敘述，下列何者錯誤？甲、Tour Escort 專責執行或引導 Outbound Tour乙、Route Controller專責領隊導遊安排與召開行前說明會丙、Operationist專責旅客簽證辦理、市場調查、行銷與成本管控丁、Tour Controller專責管控出團各項事務，包含機位、航班確認及證件辦理戊、Ticket Clerk專責訂位、開票、參團組團作業,甲乙丁,乙丙戊,丙丁戊,甲丙戊,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q39,needs-review,FALSE,
mock-p1-r5-y107-q040,p1,5,107,40,,,熟稔的航空知識，為旅行業從業人員必備專業條件，下列專業須知之敘述，何者錯誤？甲、由 TPE(GMT+8)飛往 ANC(GMT-8)，起飛時間為 4：30PM，09：25AM 抵達 ANC，總飛行時間為8 時55 分乙、Infant Fare適用於未滿二歲乘客，票價為全票10%，每位旅客最多僅能購買二張，且不佔位丙、旅客搭機自BKK 飛往HNL，託運行李以重量論計丁、我國籍航空 CI 為 Star Alliance 會員戊、將航空公司登記國領域內之客、貨、郵件，運送到他國卸下之權利，屬第五航權己、3K 為首家進軍臺灣的低成本航空公司(LCC),甲乙丙己,乙丁戊己,乙丙丁戊,甲丙丁戊,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q40,needs-review,FALSE,
mock-p1-r5-y107-q041,p1,5,107,41,,,有關旅遊專業用語之敘述，下列何者正確？,TWOV：過境免簽證，針對轉機旅客提供的便利優惠措施,FOC：免費機票，機場稅、燃油附加費也免付,PNR：航空公司托運行李遺失報告表,STPC：過境旅館在轉機點提供旅客的免費住宿,,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q41,needs-review,FALSE,
mock-p1-r5-y107-q042,p1,5,107,42,,,有關旅客入出境我國須知之敘述，下列何者錯誤？甲、因應非洲豬瘟防疫，主管機關農委會防檢局全面禁止攜帶肉品入境，並以X光機逐件檢查旅客手提行李乙、入境攜帶外幣逾等值1 萬美元者，應填具海關申報單並向海關申報登記，始得經綠線檯查驗通關丙、出境旅客應繳付機場服務費，每人新臺幣300 元，2 歲以下免付丁、出入境攜帶新臺幣現鈔，未逾10 萬元不需事先申請核准戊、入境時免稅物品查驗隸屬財政部關務署管轄,甲乙丙,甲乙丁,乙丙丁戊,甲丙丁戊,,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q42,needs-review,FALSE,
mock-p1-r5-y107-q043,p1,5,107,43,,,旅行社協同航空公司聯合推廣新興旅遊產品或同一旅遊地點，並由聯合出團之旅行社視銷售需求擔任團體作業之操作；此類營運模式即為：,SOP,PAK,GIPT,GSA,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q43,needs-review,FALSE,
mock-p1-r5-y107-q044,p1,5,107,44,,,現行國內旅行業營業規範之敘述，下列何者正確？甲、無法定觀光專用標識乙、領取旅行業執照後始可於營業處所懸掛市招丙、資本總額為新臺幣875 萬者，法定保證金為150 萬丁、註冊費繳交 3 萬元者，如未具觀光公益法人會員資格，最低應投保履約險額度為新臺幣4000 萬元戊、非旅行業者不得代售國內海、陸、空運輸業客票己、以電腦網路接受線上訂購交易者，將旅遊契約登載於網站，得免與旅客簽訂書面契約,甲乙丙,丙丁戊己,甲乙丁戊,甲乙丙丁戊己,,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q44,needs-review,FALSE,
mock-p1-r5-y107-q045,p1,5,107,45,,,依據《領隊人員管理規則》之規範，下列有關領隊人員執業之敘述，何者錯誤？甲、申請參加職前訓練應檢附考選部考試及格證書影本向交通部觀光局或其委託之有關機關、團體申請乙、經英語組領隊人員考試及訓練合格，再參加日語組領隊人員考試及格，仍需參加職前訓練，但訓練節次可減半丙、執業證有效期限最長為5 年丁、外語領隊口試成績未達 60 分不予錄取戊、華語領隊人員得執行引導國人赴 BJS、TXG、SHA等地區旅遊,甲丁戊,乙丙戊,乙丙丁,乙丙丁戊,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q45,needs-review,FALSE,
mock-p1-r5-y107-q046,p1,5,107,46,,,Passport 為國外旅遊重要身份證明文件，下列相關敘述，何者錯誤？甲、男子年滿14 歲起至年滿15 歲當年之12 月31 日前，申請核發效期為3 年乙、空白頁不足時，可申請加頁1 次丙、依國際慣例，有效期限1 年以上，始可入境他國丁、父母帶幼兒至領務局辦事處臨櫃申辦，幼兒得免辦人別確認戊、依持有人身份核發，可分為 Diplomatic、Official、Business、Ordinary 四類己、持照人因商務、緊急事件或其他不可抗力原因，經交通部觀光局認可得加持第二本,甲乙丙戊己,甲丙丁己,甲丙戊己,乙丁戊己,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q46,needs-review,FALSE,
mock-p1-r5-y107-q047,p1,5,107,47,,,有關觀光餐旅業所屬產品層次之敘述，下列何者錯誤？,最基本的層次為核心產品，指的是顧客購買產品時真正需要滿足的基本需求,替代性產品之提供，是為了讓顧客享用更好的服務,正式產品是指觀光餐旅市場中可辨認的產品，如：客房、餐廳、遊程等,觀光餐旅業者隨著有形產品的推出，提供某些附加性服務或利益給顧客，此為延伸產品,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q47,needs-review,FALSE,
mock-p1-r5-y107-q048,p1,5,107,48,,,"觀光餐旅業者依據企業精神及企業文化，建立專屬的企業識別系統(Corporate Identity System,CIS)，以提升消費市場辨別度；此一作法屬於何類型行銷工具之使用？","Public Relations, PR","Sales Promotion, SP","Advertising, AD","Direct Marketing, DM",,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q48,needs-review,FALSE,
mock-p1-r5-y107-q049,p1,5,107,49,,,每逢特定節慶活動舉辦之際，常見觀光餐旅業者郵寄活動邀請卡或優惠券給忠實顧客，藉以提 升回客率及銷售額；此一行銷方式，主要應用之行銷策略為何？,Relationship Marketing & Sales Promotion,Relationship Marketing & Personal Selling,Public Relations & Sales Promotion,Public Relations & Personal Selling,,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q49,needs-review,FALSE,
mock-p1-r5-y107-q050,p1,5,107,50,,,未來觀光餐旅業消費者行為之發展，不受下列何項趨勢所影響？,國際觀光客人數的逐年成長,特定族群(如銀髮族)觀光需求的擴增與重視,新型態觀光產品的開發與推廣,"觀光產品購買方式一成不變

## 【以下空白】",,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q50,needs-review,FALSE,
